association,score,general_aspect,review_text,hotel,location,review_rating
paisagem envolvente lindissima,3,paisagem,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
estalagem muito gostei,4,instalacoes,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
estalagem nao moderna,2,instalacoes,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
pessoas simpaticas,4,servico,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
tudo coerente,4,outros,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
restaurante optimo,4,comida,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
dias tranquilos,3,outros,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
tudo espectacular,4,outros,"Tudo espectacular! Vista, conforto, atendimento, pequeno almoco. Atencao obrigatorio touca na piscina interior. Pouca luz no exterior, do estacionamento a recepcao. Recomendo seja verao ou inverno. Optimo para ir em casal e simplesmente desfrutar da vista e descansar sem compromissos! ! ! ",Rio Douro Hotel & Spa,Distrito de Aveiro,5
vista espectacular,4,zona,"Tudo espectacular! Vista, conforto, atendimento, pequeno almoco. Atencao obrigatorio touca na piscina interior. Pouca luz no exterior, do estacionamento a recepcao. Recomendo seja verao ou inverno. Optimo para ir em casal e simplesmente desfrutar da vista e descansar sem compromissos! ! ! ",Rio Douro Hotel & Spa,Distrito de Aveiro,5
conforto espectacular,4,instalacoes|servico,"Tudo espectacular! Vista, conforto, atendimento, pequeno almoco. Atencao obrigatorio touca na piscina interior. Pouca luz no exterior, do estacionamento a recepcao. Recomendo seja verao ou inverno. Optimo para ir em casal e simplesmente desfrutar da vista e descansar sem compromissos! ! ! ",Rio Douro Hotel & Spa,Distrito de Aveiro,5
atendimento espectacular,4,servico,"Tudo espectacular! Vista, conforto, atendimento, pequeno almoco. Atencao obrigatorio touca na piscina interior. Pouca luz no exterior, do estacionamento a recepcao. Recomendo seja verao ou inverno. Optimo para ir em casal e simplesmente desfrutar da vista e descansar sem compromissos! ! ! ",Rio Douro Hotel & Spa,Distrito de Aveiro,5
pequeno almoco espectacular,4,comida,"Tudo espectacular! Vista, conforto, atendimento, pequeno almoco. Atencao obrigatorio touca na piscina interior. Pouca luz no exterior, do estacionamento a recepcao. Recomendo seja verao ou inverno. Optimo para ir em casal e simplesmente desfrutar da vista e descansar sem compromissos! ! ! ",Rio Douro Hotel & Spa,Distrito de Aveiro,5
relacao qualidade preco pessima,2,preco,"Um hotel que tem uma pessima relacao qualidade-preco, pois para as condicoes que oferece, deixa muito a desejar. So para citar um exemplo, a cama do quarto que me foi entregue, chiava bastante ao minimo movimento. A solucao para um sono descansado, foi tirar o colchao do estrado e coloca-lo no chao. E em muitas outras coisas este hotel nos desilude. Visto pelo site, parece ser algo que realmente nao chega a ser. ",AquaHotel,Distrito de Aveiro,1
cama bastante chiava,2,equipamento,"Um hotel que tem uma pessima relacao qualidade-preco, pois para as condicoes que oferece, deixa muito a desejar. So para citar um exemplo, a cama do quarto que me foi entregue, chiava bastante ao minimo movimento. A solucao para um sono descansado, foi tirar o colchao do estrado e coloca-lo no chao. E em muitas outras coisas este hotel nos desilude. Visto pelo site, parece ser algo que realmente nao chega a ser. ",AquaHotel,Distrito de Aveiro,1
hotel desilude,2,hotel,"Um hotel que tem uma pessima relacao qualidade-preco, pois para as condicoes que oferece, deixa muito a desejar. So para citar um exemplo, a cama do quarto que me foi entregue, chiava bastante ao minimo movimento. A solucao para um sono descansado, foi tirar o colchao do estrado e coloca-lo no chao. E em muitas outras coisas este hotel nos desilude. Visto pelo site, parece ser algo que realmente nao chega a ser. ",AquaHotel,Distrito de Aveiro,1
hotel fraco,2,hotel,O Hotel fraco. Limpeza pessima. os empregados do restaurante estao longe de ser profissionais. A duche estava com constantes flutuacoes em termos de temperatura. o isolamento sonoro e fraco ou nao existe. Ficamos no 1 andar e foi um martirio. ,AquaHotel,Distrito de Aveiro,1
limpeza pessima,2,servico,O Hotel fraco. Limpeza pessima. os empregados do restaurante estao longe de ser profissionais. A duche estava com constantes flutuacoes em termos de temperatura. o isolamento sonoro e fraco ou nao existe. Ficamos no 1 andar e foi um martirio. ,AquaHotel,Distrito de Aveiro,1
restaurante longe,2,comida,O Hotel fraco. Limpeza pessima. os empregados do restaurante estao longe de ser profissionais. A duche estava com constantes flutuacoes em termos de temperatura. o isolamento sonoro e fraco ou nao existe. Ficamos no 1 andar e foi um martirio. ,AquaHotel,Distrito de Aveiro,1
isolamento sonoro fraco,2,instalacoes,O Hotel fraco. Limpeza pessima. os empregados do restaurante estao longe de ser profissionais. A duche estava com constantes flutuacoes em termos de temperatura. o isolamento sonoro e fraco ou nao existe. Ficamos no 1 andar e foi um martirio. ,AquaHotel,Distrito de Aveiro,1
andar martirio,2,instalacoes,O Hotel fraco. Limpeza pessima. os empregados do restaurante estao longe de ser profissionais. A duche estava com constantes flutuacoes em termos de temperatura. o isolamento sonoro e fraco ou nao existe. Ficamos no 1 andar e foi um martirio. ,AquaHotel,Distrito de Aveiro,1
sitio bonito,3,zona,"Um sitio tao bonito, com tanto potencial e esta ao abandono! Hotel com bicicletas com pneus furados ou sem pecas. Hotel velho e sem manutencao. . . . nas termas, tudo partido e abandonado. O lago com as gaivotas amarradas e fora de servico. . . ",Termas da Curia Spa Resort,Distrito de Aveiro,1
sitio abandono,2,zona,"Um sitio tao bonito, com tanto potencial e esta ao abandono! Hotel com bicicletas com pneus furados ou sem pecas. Hotel velho e sem manutencao. . . . nas termas, tudo partido e abandonado. O lago com as gaivotas amarradas e fora de servico. . . ",Termas da Curia Spa Resort,Distrito de Aveiro,1
pneus furados,2,equipamento,"Um sitio tao bonito, com tanto potencial e esta ao abandono! Hotel com bicicletas com pneus furados ou sem pecas. Hotel velho e sem manutencao. . . . nas termas, tudo partido e abandonado. O lago com as gaivotas amarradas e fora de servico. . . ",Termas da Curia Spa Resort,Distrito de Aveiro,1
hotel velho,2,hotel,"Um sitio tao bonito, com tanto potencial e esta ao abandono! Hotel com bicicletas com pneus furados ou sem pecas. Hotel velho e sem manutencao. . . . nas termas, tudo partido e abandonado. O lago com as gaivotas amarradas e fora de servico. . . ",Termas da Curia Spa Resort,Distrito de Aveiro,1
tudo partido,2,outros,"Um sitio tao bonito, com tanto potencial e esta ao abandono! Hotel com bicicletas com pneus furados ou sem pecas. Hotel velho e sem manutencao. . . . nas termas, tudo partido e abandonado. O lago com as gaivotas amarradas e fora de servico. . . ",Termas da Curia Spa Resort,Distrito de Aveiro,1
tudo abandonado,2,outros,"Um sitio tao bonito, com tanto potencial e esta ao abandono! Hotel com bicicletas com pneus furados ou sem pecas. Hotel velho e sem manutencao. . . . nas termas, tudo partido e abandonado. O lago com as gaivotas amarradas e fora de servico. . . ",Termas da Curia Spa Resort,Distrito de Aveiro,1
quarto muita claridade,2,instalacoes,"Quarto com muita claridade porque as cortinas pouco tapavam a janela, piscina interior paga, pequeno almoco razoavel, staff razoavel, tem um grande estacionamento, local sossegado, no centro da cidade",Hotel La Fontaine,Distrito de Aveiro,1
pequeno almoco razoavel,3,comida,"Quarto com muita claridade porque as cortinas pouco tapavam a janela, piscina interior paga, pequeno almoco razoavel, staff razoavel, tem um grande estacionamento, local sossegado, no centro da cidade",Hotel La Fontaine,Distrito de Aveiro,1
staff razoavel,3,servico,"Quarto com muita claridade porque as cortinas pouco tapavam a janela, piscina interior paga, pequeno almoco razoavel, staff razoavel, tem um grande estacionamento, local sossegado, no centro da cidade",Hotel La Fontaine,Distrito de Aveiro,1
estacionamento grande,3,instalacoes,"Quarto com muita claridade porque as cortinas pouco tapavam a janela, piscina interior paga, pequeno almoco razoavel, staff razoavel, tem um grande estacionamento, local sossegado, no centro da cidade",Hotel La Fontaine,Distrito de Aveiro,1
local sossegado,3,localizacao,"Quarto com muita claridade porque as cortinas pouco tapavam a janela, piscina interior paga, pequeno almoco razoavel, staff razoavel, tem um grande estacionamento, local sossegado, no centro da cidade",Hotel La Fontaine,Distrito de Aveiro,1
suite reservada,2,instalacoes,"Nao tinha disponivel a suite reservada, o sofa cama e muito desconfortavel e me deu torcicolo, ficamos um dia sem agua quente. Socorrooooooooo! ! ! Cada dia uma decepcao. . . Estou frustrada pois nao correspondeu as avaliacoes anteriores. ",Altis Grand Hotel,Distrito de Lisboa,1
sofa cama muito desconfortavel,1,equipamento,"Nao tinha disponivel a suite reservada, o sofa cama e muito desconfortavel e me deu torcicolo, ficamos um dia sem agua quente. Socorrooooooooo! ! ! Cada dia uma decepcao. . . Estou frustrada pois nao correspondeu as avaliacoes anteriores. ",Altis Grand Hotel,Distrito de Lisboa,1
agua sem quente,2,comida|outros,"Nao tinha disponivel a suite reservada, o sofa cama e muito desconfortavel e me deu torcicolo, ficamos um dia sem agua quente. Socorrooooooooo! ! ! Cada dia uma decepcao. . . Estou frustrada pois nao correspondeu as avaliacoes anteriores. ",Altis Grand Hotel,Distrito de Lisboa,1
profissionalismo falta,2,servico,"Infelizmente nao cheguei a usufruir da reserva feita neste hotel. Tive problemas na reservado do quarto e a enorme falta de profissionalismo e antipatia da funcionaria (que nao corresponde, de todo, a um hotel com tanta fama e popularidade), fizeram com que desistisse, de imediato, da reserva efetuada. Para alem do problema, o hotel nao facilitou a sua resolucao de modo algum, o que seria de esperar de um hotel de 5 estrelas. Fiquei bastante desiludida. ",Altis Grand Hotel,Distrito de Lisboa,1
funcionaria antipatia,2,servico,"Infelizmente nao cheguei a usufruir da reserva feita neste hotel. Tive problemas na reserva do quarto e a enorme falta de profissionalismo e antipatia da funcionaria (que nao corresponde, de todo, a um hotel com tanta fama e popularidade), fizeram com que desistisse, de imediato, da reserva efetuada. Para alem do problema, o hotel nao facilitou a sua resolucao de modo algum, o que seria de esperar de um hotel de 5 estrelas. Fiquei bastante desiludida. ",Altis Grand Hotel,Distrito de Lisboa,1
reserva problemas,2,outros,"Infelizmente nao cheguei a usufruir da reserva feita neste hotel. Tive problemas na reserva do quarto e a enorme falta de profissionalismo e antipatia da funcionaria (que nao corresponde, de todo, a um hotel com tanta fama e popularidade), fizeram com que desistisse, de imediato, da reserva efetuada. Para alem do problema, o hotel nao facilitou a sua resolucao de modo algum, o que seria de esperar de um hotel de 5 estrelas. Fiquei bastante desiludida. ",Altis Grand Hotel,Distrito de Lisboa,1
hotel popularidade,3,hotel,"Infelizmente nao cheguei a usufruir da reserva feita neste hotel. Tive problemas na reservado do quarto e a enorme falta de profissionalismo e antipatia da funcionaria (que nao corresponde, de todo, a um hotel com tanta fama e popularidade), fizeram com que desistisse, de imediato, da reserva efetuada. Para alem do problema, o hotel nao facilitou a sua resolucao de modo algum, o que seria de esperar de um hotel de 5 estrelas. Fiquei bastante desiludida. ",Altis Grand Hotel,Distrito de Lisboa,1
